1008;2;0;03/05/2020
1008;2;0;06/05/2020
1008;2;0;07/05/2020
1008;2;0;07/05/2020
1055;0;442;02/05/2020
1055;0;2664;04/05/2020
1055;1;2579;08/05/2020
1055;1;3103;10/05/2020
1055;2;0;11/05/2020
1055;2;0;14/05/2020
1055;1;2;14/05/2020
1108;2;0;05/05/2020
1108;2;0;05/05/2020
1108;0;625;05/05/2020
1108;2;0;09/05/2020
1108;1;1676;10/05/2020
1108;2;0;10/05/2020
1108;1;17;11/05/2020
1108;2;0;12/05/2020
1108;1;2;15/05/2020
1108;1;4;17/05/2020
1108;1;0;18/05/2020
1108;2;0;23/05/2020
1108;1;0;25/05/2020
1108;1;0;26/05/2020
1108;1;0;31/05/2020
1118;1;647;04/05/2020
1118;1;2243;05/05/2020
1118;1;153;08/05/2020
1118;0;166;10/05/2020
1118;1;253;12/05/2020
1118;1;120;16/05/2020
1169;0;2603;05/05/2020
1169;2;0;08/05/2020
1169;2;0;12/05/2020
1169;1;6377;13/05/2020
1169;1;438;13/05/2020
1169;1;246;13/05/2020
1169;2;0;15/05/2020
1178;2;0;01/05/2020
1178;0;3746;03/05/2020
1178;2;0;06/05/2020
1178;0;8001;10/05/2020
1178;1;10523;14/05/2020
1178;1;1923;15/05/2020
1178;0;3620;18/05/2020
1178;2;0;19/05/2020
1178;1;1023;21/05/2020
1178;0;33;24/05/2020
1178;0;1561;28/05/2020
1178;2;0;30/05/2020
1178;1;1055;03/06/2020
1178;0;3885;04/06/2020
1178;0;7176;04/06/2020
1187;2;0;04/05/2020
1187;2;0;09/05/2020
1187;1;348;13/05/2020
1187;2;0;18/05/2020
1187;2;0;18/05/2020
1187;2;0;22/05/2020
1187;0;366;27/05/2020
1187;2;0;29/05/2020
1187;2;0;31/05/2020
1187;2;0;03/06/2020
1187;2;0;03/06/2020
1187;2;0;07/06/2020
1187;1;91;12/06/2020
1187;0;697;15/06/2020
1187;2;0;17/06/2020
1187;1;472;18/06/2020
1029;2;0;01/05/2020
1029;1;1732;04/05/2020
1029;2;0;05/05/2020
1029;2;0;09/05/2020
1029;1;122;10/05/2020
1029;2;0;14/05/2020
1093;0;1084;03/05/2020
1093;2;0;03/05/2020
1093;2;0;07/05/2020
1093;2;0;08/05/2020
1093;2;0;11/05/2020
1093;1;2583;15/05/2020
1093;1;2057;17/05/2020
1093;1;137;17/05/2020
1093;0;416;20/05/2020
1093;1;589;23/05/2020
1093;0;420;27/05/2020
1093;1;887;01/06/2020
1093;1;57;02/06/2020
1093;1;80;03/06/2020
1093;0;61;05/06/2020
1093;2;0;07/06/2020
1093;2;0;11/06/2020
1093;0;60;12/06/2020
1093;2;0;13/06/2020
1093;0;134;15/06/2020
1093;1;153;20/06/2020
1093;0;105;21/06/2020
1093;1;143;23/06/2020
1093;1;35;23/06/2020
1093;1;4;24/06/2020
1093;0;20;25/06/2020
1093;2;0;30/06/2020
1093;0;48;30/06/2020
1093;2;0;30/06/2020
1167;2;0;05/05/2020
1167;0;1253;09/05/2020
1167;2;0;10/05/2020
1167;2;0;11/05/2020
1167;0;273;11/05/2020
1167;0;580;15/05/2020
1167;1;1856;15/05/2020
1167;1;1789;19/05/2020
1167;1;244;22/05/2020
1167;1;15;27/05/2020
1167;0;250;27/05/2020
1167;2;0;29/05/2020
1167;2;0;01/06/2020
1167;1;119;02/06/2020
1167;0;130;06/06/2020
1167;1;65;10/06/2020
1167;2;0;15/06/2020
1167;0;258;18/06/2020
1181;0;421;05/05/2020
1181;1;699;07/05/2020
1181;1;109;08/05/2020
1181;2;0;08/05/2020
1181;1;577;12/05/2020
1181;1;1836;12/05/2020
1181;0;38;12/05/2020
1181;1;93;17/05/2020
1181;2;0;20/05/2020
1181;1;82;21/05/2020
1181;0;2;23/05/2020
1181;1;12;24/05/2020
1181;2;0;26/05/2020
1181;0;4;26/05/2020
1181;2;0;27/05/2020
1194;2;0;01/05/2020
1194;2;0;02/05/2020
1194;1;663;05/05/2020
1194;2;0;05/05/2020
1194;1;699;08/05/2020
1194;2;0;09/05/2020
1194;1;21;12/05/2020
1194;2;0;14/05/2020
1194;1;3;17/05/2020
1194;2;0;17/05/2020
1194;1;15;21/05/2020
1194;1;0;22/05/2020
1194;1;0;22/05/2020
1194;2;0;27/05/2020
1194;2;0;30/05/2020
1194;2;0;01/06/2020
1194;1;0;05/06/2020
1194;2;0;09/06/2020
1206;2;0;05/05/2020
